TransactionID,Date,CustomerID,ProductID,StoreID,Quantity,Discount,PaymentMethod
T02350,5/16/2025,C044,P025,S003,3,0,Credit Card
T02351,6/16/2024,C171,P017,S003,2,0,Credit Card
T02352,6/14/2025,C142,P002,S005,2,0,Cash
T02353,4/7/2024,C139,P014,S005,2,0,Mobile Money
T02354,12/22/2024,C007,P039,S003,2,0.1,Mobile Money
T02355,5/3/2024,C188,P011,S004,5,0.05,Mobile Money
T02356,12/25/2023,C076,P011,S001,1,0.15,Mobile Money
T02357,12/20/2023,C127,P033,S003,1,0.05,Bank Transfer
T02358,7/22/2025,C188,P036,S001,3,0,Credit Card
T02359,11/5/2024,C187,P021,S001,3,0.05,Bank Transfer
T02360,7/22/2025,C071,P037,S004,5,0,Bank Transfer
T02361,3/14/2025,C010,P012,S004,1,0.1,Credit Card
T02362,9/19/2024,C143,P033,S001,1,0.05,Credit Card
T02363,4/11/2024,C151,P041,S004,2,0.05,Bank Transfer
T02364,6/5/2024,C121,P010,S002,4,0.05,Mobile Money
T02365,5/14/2024,C073,P037,S002,2,0,Credit Card
T02366,5/22/2024,C001,P019,S004,1,0.15,Credit Card
T02367,3/31/2025,C182,P013,S002,1,0.15,Bank Transfer
T02368,2/7/2024,C158,P048,S004,5,0.05,Bank Transfer
T02369,9/24/2023,C124,P021,S005,2,0.1,Credit Card
T02370,12/30/2023,C075,P020,S004,4,0.15,Bank Transfer
T02371,11/7/2023,C140,P016,S004,3,0,Credit Card
T02372,2/14/2024,C029,P023,S003,4,0.15,Bank Transfer
T02373,10/24/2023,C064,P014,S004,1,0.05,Mobile Money
T02374,2/20/2025,C082,P040,S001,3,0.15,Credit Card
T02375,7/17/2025,C199,P003,S004,4,0.15,Credit Card
T02376,2/1/2025,C008,P040,S003,3,0.05,Mobile Money
T02377,4/26/2025,C016,P047,S005,3,0.1,Bank Transfer
T02378,5/18/2025,C106,P020,S004,4,0.15,Mobile Money
T02379,2/12/2024,C067,P028,S001,3,0.15,Credit Card
T02380,12/1/2023,C087,P024,S001,3,0.15,Mobile Money
T02381,12/18/2023,C057,P007,S005,2,0.05,Cash
T02382,6/8/2025,C158,P035,S005,3,0.05,Cash
T02383,11/22/2024,C185,P034,S001,4,0,Bank Transfer
T02384,5/12/2024,C091,P049,S005,1,0,Credit Card
T02385,6/20/2025,C093,P042,S005,2,0.05,Mobile Money
T02386,9/3/2025,C184,P047,S002,3,0.05,Bank Transfer
T02387,7/25/2024,C085,P029,S004,2,0.05,Cash
T02388,10/5/2023,C010,P050,S001,5,0,Mobile Money
T02389,4/7/2024,C125,P017,S001,2,0.1,Bank Transfer
T02390,8/26/2025,C007,P014,S002,2,0,Bank Transfer
T02391,11/30/2024,C192,P017,S001,4,0.15,Credit Card
T02392,4/10/2025,C190,P031,S003,1,0,Cash
T02393,1/22/2024,C130,P030,S004,1,0,Credit Card
T02394,7/4/2024,C025,P034,S005,4,0.05,Bank Transfer
T02395,6/22/2024,C083,P048,S004,5,0,Bank Transfer
T02396,4/19/2025,C071,P015,S004,2,0,Bank Transfer
T02397,7/22/2025,C168,P039,S005,4,0.15,Bank Transfer
T02398,5/30/2024,C110,P021,S001,2,0.15,Bank Transfer
T02399,6/23/2024,C124,P039,S003,5,0.05,Mobile Money
T02400,3/8/2025,C005,P038,S004,4,0.1,Cash
T02401,1/2/2024,C116,P015,S002,5,0,Mobile Money
T02402,1/27/2025,C198,P032,S002,4,0.1,Mobile Money
T02403,5/6/2025,C145,P041,S001,3,0.1,Credit Card
T02404,5/20/2024,C162,P014,S001,1,0.05,Credit Card
T02405,9/5/2025,C126,P022,S005,2,0,Credit Card
T02406,9/16/2023,C104,P042,S005,4,0.05,Cash
T02407,10/20/2024,C197,P012,S004,3,0.15,Bank Transfer
T02408,3/31/2025,C190,P050,S003,2,0,Bank Transfer
T02409,7/3/2024,C177,P033,S005,5,0.15,Cash
T02410,1/9/2025,C069,P002,S002,5,0.15,Mobile Money
T02411,9/22/2023,C081,P049,S002,3,0.15,Mobile Money
T02412,4/4/2025,C132,P014,S005,1,0,Mobile Money
T02413,4/18/2025,C180,P027,S001,4,0.05,Cash
T02414,3/18/2025,C042,P013,S005,1,0.05,Credit Card
T02415,8/16/2025,C113,P045,S001,1,0.15,Mobile Money
T02416,9/10/2024,C044,P021,S005,4,0.05,Mobile Money
T02417,8/9/2024,C103,P050,S001,3,0,Mobile Money
T02418,11/11/2023,C076,P045,S003,5,0.1,Bank Transfer
T02419,8/24/2025,C145,P037,S002,2,0.1,Credit Card
T02420,2/2/2024,C158,P011,S003,5,0.1,Mobile Money
T02421,7/16/2025,C119,P011,S002,3,0.05,Credit Card
T02422,6/27/2025,C135,P006,S004,1,0.1,Mobile Money
T02423,9/1/2025,C046,P044,S002,4,0,Cash
T02424,3/6/2025,C080,P041,S002,2,0,Mobile Money
T02425,1/23/2025,C085,P009,S001,1,0.15,Credit Card
T02426,7/28/2024,C018,P050,S003,5,0.05,Bank Transfer
T02427,5/10/2025,C161,P011,S001,2,0.1,Bank Transfer
T02428,4/24/2025,C110,P032,S005,3,0.1,Mobile Money
T02429,9/10/2023,C066,P012,S005,5,0.05,Cash
T02430,11/9/2023,C152,P033,S002,1,0.05,Bank Transfer
T02431,3/21/2024,C046,P028,S003,5,0,Credit Card
T02432,9/29/2024,C134,P004,S005,4,0.1,Bank Transfer
T02433,3/14/2024,C189,P017,S005,4,0.05,Credit Card
T02434,11/8/2024,C001,P018,S002,2,0,Credit Card
T02435,3/26/2025,C037,P033,S002,4,0,Bank Transfer
T02436,6/7/2025,C020,P001,S001,2,0.15,Mobile Money
T02437,8/22/2025,C171,P002,S004,3,0.1,Cash
T02438,6/27/2025,C062,P031,S005,4,0.15,Mobile Money
T02439,10/18/2023,C181,P003,S004,3,0.1,Bank Transfer
T02440,3/11/2025,C136,P045,S001,5,0.05,Credit Card
T02441,9/2/2025,C163,P047,S003,2,0.15,Mobile Money
T02442,11/18/2023,C126,P020,S003,1,0.15,Bank Transfer
T02443,2/15/2024,C046,P028,S001,3,0.15,Bank Transfer
T02444,4/21/2025,C187,P030,S004,2,0.05,Mobile Money
T02445,2/9/2024,C096,P049,S002,1,0.05,Mobile Money
T02446,10/15/2023,C093,P041,S005,2,0,Bank Transfer
T02447,7/22/2024,C085,P011,S001,3,0.1,Cash
T02448,8/19/2024,C156,P039,S003,1,0.1,Mobile Money
T02449,4/20/2025,C102,P004,S001,3,0.1,Cash
T02450,10/21/2023,C147,P009,S001,4,0.15,Mobile Money
T02451,10/12/2024,C045,P049,S004,5,0,Cash
T02452,3/22/2025,C095,P005,S001,5,0.05,Credit Card
T02453,6/30/2025,C034,P021,S001,4,0,Cash
T02454,4/17/2025,C114,P026,S001,3,0,Bank Transfer
T02455,7/5/2024,C050,P048,S005,1,0.1,Bank Transfer
T02456,10/11/2023,C182,P021,S002,5,0.1,Cash
T02457,7/11/2024,C171,P029,S004,4,0,Cash
T02458,4/28/2025,C050,P038,S005,2,0.1,Cash
T02459,12/14/2023,C045,P020,S004,1,0.1,Credit Card
T02460,7/27/2024,C177,P006,S005,4,0.05,Cash
T02461,7/4/2024,C080,P028,S003,5,0.1,Cash
T02462,6/11/2025,C088,P012,S004,5,0,Mobile Money
T02463,12/9/2023,C023,P029,S001,1,0.05,Cash
T02464,2/28/2024,C048,P025,S003,5,0,Credit Card
T02465,6/12/2024,C003,P017,S002,3,0.15,Cash
T02466,10/28/2024,C186,P049,S002,3,0.05,Credit Card
T02467,2/14/2025,C080,P009,S001,4,0.1,Credit Card
T02468,4/1/2024,C072,P049,S002,5,0.1,Mobile Money
T02469,8/2/2024,C058,P012,S002,3,0.05,Credit Card
T02470,11/15/2024,C076,P042,S003,4,0.1,Cash
T02471,10/26/2023,C126,P001,S003,5,0.1,Bank Transfer
T02472,7/7/2024,C198,P008,S005,4,0.05,Cash
T02473,9/7/2024,C150,P021,S004,2,0.05,Mobile Money
T02474,6/4/2024,C089,P039,S003,2,0.1,Bank Transfer
T02475,12/24/2024,C024,P001,S005,2,0.1,Credit Card
T02476,10/29/2024,C120,P042,S003,1,0,Credit Card
T02477,4/29/2025,C122,P012,S002,4,0.1,Bank Transfer
T02478,7/1/2025,C145,P018,S004,5,0,Bank Transfer
T02479,9/14/2023,C180,P020,S001,3,0,Credit Card
T02480,10/17/2024,C108,P028,S004,3,0.1,Cash
T02481,5/7/2024,C048,P040,S003,3,0.05,Mobile Money
T02482,8/23/2025,C140,P013,S002,1,0.15,Mobile Money
T02483,1/6/2025,C152,P032,S005,4,0.15,Mobile Money
T02484,10/31/2023,C063,P022,S003,3,0.1,Mobile Money
T02485,4/23/2025,C174,P048,S004,3,0,Credit Card
T02486,11/1/2023,C196,P006,S005,1,0.15,Mobile Money
T02487,10/21/2024,C199,P018,S003,5,0.15,Cash
T02488,10/16/2024,C042,P023,S005,2,0.1,Credit Card
T02489,3/2/2024,C146,P023,S002,2,0.1,Cash
T02490,9/14/2024,C024,P040,S003,2,0.1,Mobile Money
T02491,1/30/2024,C102,P033,S002,4,0,Credit Card
T02492,2/24/2025,C052,P030,S002,3,0.1,Cash
T02493,5/6/2024,C048,P022,S002,2,0.15,Cash
T02494,2/18/2024,C186,P049,S002,2,0.1,Cash
T02495,2/21/2024,C123,P043,S002,3,0,Mobile Money
T02496,9/9/2025,C141,P040,S004,2,0.15,Mobile Money
T02497,5/23/2024,C119,P018,S002,1,0.15,Credit Card
T02498,7/12/2025,C082,P014,S002,4,0.1,Bank Transfer
T02499,1/23/2025,C173,P036,S004,5,0.15,Cash
T02500,11/11/2023,C089,P032,S004,5,0,Credit Card
T02501,3/7/2025,C156,P010,S002,2,0.1,Bank Transfer
T02502,2/25/2024,C088,P001,S005,1,0.15,Cash
T02503,1/13/2025,C166,P047,S002,2,0.15,Credit Card
T02504,2/10/2025,C012,P013,S002,3,0.15,Cash
T02505,1/17/2024,C087,P029,S004,2,0.15,Credit Card
T02506,3/7/2025,C073,P024,S003,4,0.15,Cash
T02507,3/17/2025,C067,P019,S004,2,0.05,Mobile Money
T02508,3/17/2024,C175,P006,S005,1,0.15,Cash
T02509,5/27/2025,C089,P019,S001,4,0,Credit Card
T02510,6/7/2024,C082,P038,S002,5,0.15,Mobile Money
T02511,9/14/2023,C003,P034,S004,4,0.15,Cash
T02512,10/14/2023,C078,P040,S004,3,0,Mobile Money
T02513,10/3/2024,C129,P025,S003,4,0.1,Bank Transfer
T02514,9/7/2024,C029,P038,S002,4,0.15,Cash
T02515,8/3/2024,C039,P035,S001,3,0.1,Credit Card
T02516,11/1/2023,C132,P044,S005,4,0.15,Cash
T02517,1/18/2025,C119,P023,S003,1,0,Mobile Money
T02518,7/5/2025,C118,P049,S003,1,0.1,Bank Transfer
T02519,12/29/2024,C109,P023,S003,3,0,Bank Transfer
T02520,6/5/2025,C046,P006,S003,3,0.15,Cash
T02521,9/15/2024,C115,P026,S003,3,0,Cash
T02522,10/21/2023,C092,P024,S001,5,0.15,Credit Card
T02523,5/10/2025,C045,P032,S001,5,0,Credit Card
T02524,3/20/2025,C187,P010,S002,4,0.15,Bank Transfer
T02525,8/26/2025,C089,P003,S004,5,0.05,Mobile Money
T02526,4/6/2024,C011,P019,S001,3,0.1,Cash
T02527,5/17/2025,C038,P046,S005,1,0.15,Cash
T02528,4/17/2025,C087,P004,S003,4,0.15,Cash
T02529,1/12/2024,C048,P034,S003,1,0.15,Cash
T02530,5/24/2025,C050,P038,S005,3,0.1,Credit Card
T02531,6/22/2025,C178,P001,S001,3,0.15,Credit Card
T02532,6/12/2024,C195,P048,S004,3,0.05,Bank Transfer
T02533,4/15/2024,C129,P037,S001,5,0.15,Credit Card
T02534,5/1/2025,C174,P028,S003,3,0,Mobile Money
T02535,8/23/2025,C054,P012,S001,4,0.05,Bank Transfer
T02536,5/13/2024,C069,P038,S004,5,0.1,Cash
T02537,6/30/2025,C057,P006,S002,1,0.1,Credit Card
T02538,9/29/2024,C017,P016,S005,3,0.15,Mobile Money
T02539,8/22/2025,C163,P022,S005,3,0.15,Mobile Money
T02540,9/3/2025,C143,P027,S001,3,0.1,Bank Transfer
T02541,9/3/2024,C089,P041,S004,2,0.15,Mobile Money
T02542,11/2/2024,C054,P016,S005,2,0.15,Bank Transfer
T02543,10/26/2023,C104,P019,S001,5,0,Mobile Money
T02544,1/16/2025,C144,P004,S003,1,0.05,Bank Transfer
T02545,12/13/2024,C078,P026,S003,3,0.15,Mobile Money
T02546,7/26/2024,C008,P040,S002,5,0.05,Bank Transfer
T02547,11/13/2024,C145,P030,S004,4,0,Bank Transfer
T02548,10/18/2024,C143,P039,S004,2,0.15,Credit Card
T02549,5/25/2025,C097,P049,S005,1,0,Mobile Money
T02550,10/4/2023,C056,P014,S002,1,0.1,Credit Card
T02551,6/9/2024,C041,P045,S004,5,0.15,Bank Transfer
T02552,9/11/2024,C193,P049,S002,4,0.1,Bank Transfer
T02553,7/7/2024,C198,P034,S003,1,0.1,Mobile Money
T02554,7/18/2024,C058,P004,S004,4,0.15,Bank Transfer
T02555,11/18/2023,C116,P005,S002,2,0.15,Bank Transfer
T02556,7/26/2024,C001,P031,S005,3,0.15,Credit Card
T02557,4/25/2025,C175,P002,S001,4,0.15,Mobile Money
T02558,4/11/2025,C106,P045,S002,1,0.05,Credit Card
T02559,4/5/2024,C157,P047,S005,5,0,Mobile Money
T02560,8/18/2025,C006,P045,S003,5,0.05,Credit Card
T02561,2/13/2025,C146,P032,S004,1,0.1,Cash
T02562,12/11/2023,C191,P001,S005,4,0.05,Credit Card
T02563,7/29/2025,C118,P038,S003,2,0.05,Mobile Money
T02564,3/31/2024,C183,P005,S002,3,0.05,Bank Transfer
T02565,8/31/2025,C017,P006,S001,2,0.15,Mobile Money
T02566,9/22/2023,C063,P021,S005,4,0.05,Credit Card
T02567,5/31/2025,C119,P028,S005,1,0.1,Credit Card
T02568,4/15/2025,C063,P050,S004,1,0,Cash
T02569,7/22/2025,C175,P024,S004,5,0.15,Mobile Money
T02570,6/14/2024,C019,P014,S004,3,0,Cash
T02571,8/4/2024,C113,P045,S004,1,0.1,Mobile Money
T02572,2/19/2024,C186,P009,S001,3,0.15,Mobile Money
T02573,1/4/2025,C110,P009,S001,1,0.05,Bank Transfer
T02574,3/14/2025,C195,P004,S005,1,0.05,Bank Transfer
T02575,6/10/2025,C106,P013,S003,2,0.05,Mobile Money
T02576,8/18/2025,C054,P036,S003,1,0.1,Cash
T02577,7/5/2024,C118,P029,S004,2,0.1,Bank Transfer
T02578,3/25/2024,C076,P028,S004,3,0.15,Bank Transfer
T02579,10/13/2024,C146,P002,S003,5,0,Credit Card
T02580,12/4/2024,C038,P001,S005,3,0,Credit Card
T02581,2/14/2025,C095,P036,S005,3,0.1,Bank Transfer
T02582,7/4/2024,C184,P030,S002,5,0.1,Mobile Money
T02583,8/13/2025,C183,P002,S004,3,0.05,Credit Card
T02584,10/4/2024,C038,P028,S005,3,0.15,Bank Transfer
T02585,9/8/2024,C164,P036,S002,1,0.05,Bank Transfer
T02586,11/14/2023,C038,P044,S005,1,0.1,Bank Transfer
T02587,7/28/2025,C185,P044,S005,5,0.15,Mobile Money
T02588,12/28/2023,C159,P024,S002,3,0.05,Bank Transfer
T02589,6/29/2025,C134,P017,S003,4,0.15,Credit Card
T02590,11/13/2023,C135,P050,S004,2,0.15,Mobile Money
T02591,5/9/2025,C004,P039,S001,3,0.05,Bank Transfer
T02592,2/11/2024,C053,P006,S002,2,0.1,Cash
T02593,8/20/2024,C167,P035,S002,3,0.15,Mobile Money
T02594,5/26/2024,C146,P012,S001,5,0.05,Credit Card
T02595,3/24/2025,C094,P030,S001,4,0,Bank Transfer
T02596,3/11/2024,C130,P029,S001,3,0,Cash
T02597,8/13/2025,C115,P006,S005,5,0.05,Credit Card
T02598,8/25/2025,C066,P030,S002,2,0.05,Mobile Money
T02599,5/17/2025,C046,P034,S001,5,0.1,Bank Transfer
T02600,2/11/2024,C024,P035,S002,1,0.05,Bank Transfer
T02601,7/13/2025,C016,P028,S002,2,0.05,Mobile Money
T02602,10/2/2023,C119,P043,S001,5,0,Bank Transfer
T02603,3/23/2025,C163,P032,S001,2,0.15,Cash
T02604,1/15/2024,C114,P005,S001,4,0.05,Cash
T02605,10/12/2024,C139,P019,S005,2,0.15,Bank Transfer
T02606,7/14/2024,C146,P040,S001,5,0.15,Cash
T02607,12/1/2024,C185,P034,S004,2,0.15,Cash
T02608,11/4/2024,C065,P037,S004,5,0.1,Mobile Money
T02609,12/13/2023,C162,P049,S002,3,0.15,Bank Transfer
T02610,2/8/2025,C166,P032,S003,3,0.05,Bank Transfer
T02611,1/6/2024,C071,P039,S005,5,0.1,Mobile Money
T02612,2/26/2025,C029,P034,S002,4,0,Bank Transfer
T02613,5/5/2024,C131,P002,S004,4,0.05,Credit Card
T02614,5/7/2024,C017,P043,S004,3,0,Mobile Money
T02615,8/15/2024,C088,P011,S005,2,0.05,Cash
T02616,12/22/2024,C196,P050,S002,2,0.1,Bank Transfer
T02617,6/3/2025,C082,P022,S005,4,0,Bank Transfer
T02618,12/29/2024,C157,P004,S002,5,0.05,Bank Transfer
T02619,9/22/2023,C041,P014,S002,4,0.05,Credit Card
T02620,7/30/2024,C157,P046,S002,3,0.15,Mobile Money
T02621,9/6/2025,C200,P045,S003,2,0.1,Mobile Money
T02622,9/24/2024,C078,P008,S003,2,0.1,Bank Transfer
T02623,7/1/2025,C187,P013,S003,3,0.15,Bank Transfer
T02624,8/15/2025,C109,P030,S005,4,0.15,Cash
T02625,5/28/2024,C196,P005,S004,1,0.15,Bank Transfer
T02626,5/4/2025,C166,P034,S002,4,0.1,Cash
T02627,8/31/2024,C181,P046,S002,2,0.1,Bank Transfer
T02628,6/3/2024,C096,P030,S001,3,0.15,Mobile Money
T02629,6/21/2024,C084,P026,S005,5,0.05,Credit Card
T02630,2/19/2025,C159,P037,S005,4,0.1,Cash
T02631,5/18/2024,C020,P006,S002,2,0.1,Mobile Money
T02632,11/18/2024,C185,P007,S005,4,0,Mobile Money
T02633,10/16/2024,C177,P009,S004,2,0.1,Mobile Money
T02634,11/25/2023,C016,P027,S001,1,0.1,Bank Transfer
T02635,6/12/2024,C138,P034,S003,4,0.1,Cash
T02636,10/5/2023,C121,P034,S002,1,0.1,Mobile Money
T02637,4/8/2024,C039,P027,S002,5,0.1,Credit Card
T02638,8/24/2025,C144,P050,S001,4,0.05,Bank Transfer
T02639,10/9/2024,C147,P014,S005,3,0.1,Cash
T02640,9/16/2023,C036,P024,S001,3,0.1,Mobile Money
T02641,3/15/2025,C192,P008,S002,2,0.1,Mobile Money
T02642,11/26/2024,C059,P018,S004,3,0.1,Credit Card
T02643,11/26/2024,C174,P031,S003,3,0,Credit Card
T02644,4/26/2024,C031,P047,S004,4,0.15,Mobile Money
T02645,3/8/2024,C013,P044,S005,1,0.1,Cash
T02646,1/10/2024,C145,P042,S004,1,0.1,Mobile Money
T02647,7/3/2025,C073,P029,S005,3,0,Cash
T02648,7/29/2025,C145,P023,S001,5,0,Credit Card
T02649,3/19/2025,C132,P012,S001,5,0.15,Credit Card
T02650,10/10/2023,C193,P035,S001,4,0.1,Mobile Money
T02651,6/18/2025,C116,P037,S002,3,0,Credit Card
T02652,5/15/2024,C166,P045,S005,3,0.15,Mobile Money
T02653,12/25/2023,C006,P021,S004,5,0.1,Cash
T02654,5/22/2024,C160,P041,S004,1,0,Credit Card
T02655,12/30/2024,C083,P006,S004,2,0.1,Credit Card
T02656,8/3/2025,C150,P032,S003,5,0.15,Credit Card
T02657,3/14/2025,C198,P013,S005,3,0.05,Credit Card
T02658,6/18/2025,C198,P048,S002,2,0.1,Credit Card
T02659,4/19/2024,C026,P037,S001,5,0,Credit Card
T02660,4/23/2025,C139,P019,S003,1,0.1,Bank Transfer
T02661,4/28/2024,C059,P011,S002,2,0.1,Credit Card
T02662,1/3/2024,C109,P037,S003,2,0.05,Bank Transfer
T02663,6/17/2025,C007,P046,S002,4,0,Mobile Money
T02664,11/15/2024,C007,P046,S004,2,0.15,Cash
T02665,5/15/2025,C115,P008,S004,4,0.05,Credit Card
T02666,1/29/2024,C198,P049,S004,5,0,Cash
T02667,12/28/2023,C045,P037,S005,5,0,Credit Card
T02668,5/20/2024,C194,P015,S002,1,0.15,Bank Transfer
T02669,6/8/2024,C192,P047,S003,4,0.05,Credit Card
T02670,12/17/2023,C024,P001,S005,3,0.15,Bank Transfer
T02671,10/29/2023,C131,P007,S001,4,0,Cash
T02672,2/6/2025,C098,P014,S004,4,0,Bank Transfer
T02673,7/18/2025,C093,P036,S003,1,0.15,Bank Transfer
T02674,6/12/2025,C059,P009,S001,4,0.15,Cash
T02675,11/13/2024,C071,P003,S003,1,0.05,Credit Card
T02676,2/1/2024,C046,P005,S005,1,0.05,Credit Card
T02677,7/2/2025,C036,P018,S004,1,0,Credit Card
T02678,9/14/2023,C190,P003,S003,3,0.15,Credit Card
T02679,5/16/2024,C108,P037,S002,2,0.05,Credit Card
T02680,7/3/2024,C094,P042,S001,2,0,Mobile Money
T02681,11/22/2024,C053,P006,S003,4,0.1,Bank Transfer
T02682,6/28/2024,C160,P001,S003,1,0,Bank Transfer
T02683,11/26/2024,C008,P003,S004,1,0.05,Mobile Money
T02684,1/3/2024,C012,P013,S005,4,0.05,Credit Card
T02685,8/22/2024,C026,P044,S001,3,0.05,Cash
T02686,5/1/2025,C108,P038,S001,1,0.15,Mobile Money
T02687,2/10/2024,C107,P030,S005,4,0.05,Cash
T02688,6/12/2024,C080,P009,S004,4,0.1,Credit Card
T02689,7/27/2025,C083,P004,S005,3,0,Mobile Money
T02690,5/17/2025,C127,P010,S005,2,0.05,Credit Card
T02691,7/8/2025,C132,P023,S002,2,0.05,Cash
T02692,1/1/2025,C191,P044,S001,4,0.1,Cash
T02693,1/6/2024,C064,P050,S002,3,0.05,Bank Transfer
T02694,9/23/2023,C085,P044,S004,5,0.1,Credit Card
T02695,5/13/2025,C084,P028,S004,3,0.05,Cash
T02696,6/21/2024,C192,P042,S004,1,0.05,Credit Card
T02697,3/4/2024,C004,P013,S002,1,0.05,Credit Card
T02698,3/22/2025,C102,P042,S003,1,0.15,Mobile Money
T02699,2/16/2025,C089,P008,S002,5,0.15,Mobile Money
T02700,10/23/2023,C055,P032,S004,5,0.1,Mobile Money
T02701,1/7/2024,C031,P016,S003,5,0.1,Bank Transfer
T02702,10/4/2024,C048,P050,S003,3,0.15,Mobile Money
T02703,4/16/2025,C170,P021,S001,3,0.1,Cash
T02704,4/3/2024,C094,P039,S004,1,0.05,Cash
T02705,9/13/2023,C059,P010,S004,1,0,Bank Transfer
T02706,4/27/2025,C033,P030,S003,3,0.15,Mobile Money
T02707,8/16/2024,C142,P005,S001,5,0.05,Mobile Money
T02708,5/24/2025,C131,P040,S002,2,0.05,Cash
T02709,12/11/2023,C051,P011,S003,5,0.05,Cash
T02710,3/18/2025,C137,P031,S003,5,0.05,Credit Card
T02711,10/12/2023,C096,P018,S002,1,0.05,Credit Card
T02712,8/8/2025,C193,P050,S002,5,0.15,Credit Card
T02713,3/7/2024,C072,P028,S001,4,0.1,Mobile Money
T02714,10/3/2023,C134,P009,S004,4,0.15,Bank Transfer
T02715,10/5/2024,C035,P030,S003,1,0,Bank Transfer
T02716,1/5/2024,C182,P002,S005,3,0.05,Cash
T02717,5/2/2024,C016,P045,S004,2,0.05,Mobile Money
T02718,4/28/2025,C042,P024,S002,4,0.05,Mobile Money
T02719,7/27/2025,C101,P025,S005,2,0.05,Bank Transfer
T02720,7/30/2025,C019,P031,S002,3,0.05,Mobile Money
T02721,9/26/2024,C032,P043,S005,2,0.05,Mobile Money
T02722,10/31/2024,C037,P005,S003,3,0,Cash
T02723,8/27/2025,C134,P006,S003,5,0,Mobile Money
T02724,9/7/2025,C060,P005,S004,3,0,Mobile Money
T02725,8/7/2024,C040,P038,S001,3,0.1,Cash
T02726,4/27/2025,C098,P036,S003,1,0.15,Mobile Money
T02727,6/22/2024,C150,P028,S002,4,0.1,Credit Card
T02728,2/2/2025,C134,P032,S001,1,0.1,Credit Card
T02729,8/20/2025,C171,P012,S004,4,0.15,Cash
T02730,2/3/2025,C164,P038,S001,3,0.1,Bank Transfer
T02731,9/9/2024,C164,P007,S005,3,0.15,Bank Transfer
T02732,6/1/2024,C092,P007,S001,1,0,Mobile Money
T02733,6/1/2024,C063,P012,S005,4,0.05,Mobile Money
T02734,3/25/2025,C171,P045,S003,1,0.15,Mobile Money
T02735,7/10/2024,C156,P031,S005,4,0,Cash
T02736,9/14/2023,C152,P010,S001,5,0,Cash
T02737,2/2/2024,C196,P027,S002,3,0.15,Mobile Money
T02738,4/1/2024,C184,P047,S001,3,0.15,Mobile Money
T02739,12/4/2023,C147,P034,S005,1,0.15,Mobile Money
T02740,2/20/2024,C172,P010,S001,2,0.05,Cash
T02741,8/29/2024,C162,P045,S003,1,0.1,Mobile Money
T02742,6/4/2025,C008,P025,S004,3,0.1,Bank Transfer
T02743,12/28/2024,C091,P022,S002,3,0.15,Cash
T02744,2/22/2024,C084,P017,S004,3,0.05,Credit Card
T02745,7/30/2025,C143,P001,S005,3,0.15,Bank Transfer
T02746,10/3/2024,C200,P001,S002,4,0,Bank Transfer
T02747,1/22/2024,C091,P037,S005,5,0.05,Bank Transfer
T02748,2/9/2025,C079,P023,S001,1,0.15,Bank Transfer
T02749,8/27/2024,C160,P028,S004,2,0.15,Credit Card
T02750,1/14/2024,C068,P041,S004,3,0.1,Mobile Money
T02751,7/6/2024,C093,P042,S002,2,0.1,Cash
T02752,12/15/2024,C029,P001,S002,5,0.1,Bank Transfer
T02753,11/21/2024,C194,P040,S005,5,0.05,Mobile Money
T02754,4/1/2024,C159,P043,S001,2,0,Cash
T02755,1/10/2025,C183,P010,S005,4,0.1,Credit Card
T02756,1/29/2025,C184,P010,S003,5,0.1,Mobile Money
T02757,7/25/2024,C035,P030,S004,1,0.1,Cash
T02758,11/1/2023,C083,P011,S002,4,0,Credit Card
T02759,6/26/2025,C141,P017,S002,3,0,Mobile Money
T02760,8/8/2024,C058,P047,S002,2,0.05,Mobile Money
T02761,12/30/2023,C166,P010,S002,2,0,Bank Transfer
T02762,9/23/2024,C063,P015,S001,5,0.15,Mobile Money
T02763,1/24/2025,C107,P002,S005,5,0.05,Mobile Money
T02764,11/10/2023,C048,P045,S005,5,0.15,Mobile Money
T02765,6/27/2024,C192,P050,S003,3,0.1,Mobile Money
T02766,5/30/2025,C095,P050,S003,2,0.1,Bank Transfer
T02767,6/22/2025,C020,P046,S002,3,0.05,Credit Card
T02768,7/20/2025,C025,P011,S005,4,0.1,Cash
T02769,3/5/2025,C155,P034,S002,3,0.05,Mobile Money
T02770,5/7/2025,C069,P026,S005,1,0.15,Mobile Money
T02771,12/12/2023,C128,P045,S005,4,0,Credit Card
T02772,5/30/2024,C006,P030,S005,4,0,Bank Transfer
T02773,11/2/2023,C123,P036,S002,1,0.1,Cash
T02774,1/22/2024,C185,P003,S003,5,0.1,Cash
T02775,7/1/2025,C183,P039,S005,4,0.15,Credit Card
T02776,8/23/2024,C102,P040,S002,4,0.1,Bank Transfer
T02777,8/13/2024,C085,P043,S002,5,0.15,Credit Card
T02778,9/1/2024,C197,P021,S005,5,0.1,Cash
T02779,3/7/2024,C157,P013,S001,3,0,Cash
T02780,8/9/2024,C158,P041,S001,5,0.15,Credit Card
T02781,9/2/2025,C188,P023,S002,2,0.05,Credit Card
T02782,6/18/2025,C008,P045,S004,1,0.1,Cash
T02783,1/14/2024,C025,P026,S004,5,0.15,Mobile Money
T02784,1/24/2025,C098,P009,S004,2,0.1,Credit Card
T02785,2/15/2024,C025,P010,S003,3,0.05,Mobile Money
T02786,10/3/2024,C065,P045,S004,1,0.05,Bank Transfer
