Trip ID,Pick Date,Vehicle,Payment_type,No. of passenger_count,Trip Distance,Pickup Location,Booking Value,Total Bookings,Year,Quarter,Month,Day
20038,2024-06-07 00:00:00,UberX,Amazon Pay,1,5.4,Morningside Heights,$17.5,1.0,1899,Qtr 4,December,30
20039,2024-06-07 00:00:00,Uber Green,Cash,1,1.77,Penn Station/Madison Sq West,$9.0,1.0,1899,Qtr 4,December,30
20040,2024-06-07 00:00:00,UberXL,Uber Pay,1,1.14,UN/Turtle Bay South,$7.3,1.0,1899,Qtr 4,December,30
20041,2024-06-07 00:00:00,Uber Green,Cash,1,5.7,Kips Bay,$18.5,1.0,1899,Qtr 4,December,30
20042,2024-06-07 00:00:00,Uber Black,Uber Pay,1,15.1,JFK Airport,$51.5,1.0,1899,Qtr 4,December,30
20043,2024-06-07 00:00:00,UberX,Uber Pay,1,4.52,Lincoln Square East,$22.0,1.0,1899,Qtr 4,December,30
20044,2024-06-07 00:00:00,UberXL,Uber Pay,1,1.95,Bloomingdale,$11.6,1.0,1899,Qtr 4,December,30
20045,2024-06-07 00:00:00,UberX,Uber Pay,1,2.1,Midtown East,$10.9,1.0,1899,Qtr 4,December,30
20046,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,1.25,East Chelsea,$9.5,1.0,1899,Qtr 4,December,30
20047,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,2.15,Midtown East,$12.0,1.0,1899,Qtr 4,December,30
20048,2024-06-07 00:00:00,UberX,Uber Pay,1,1.3,Clinton East,$10.1,1.0,1899,Qtr 4,December,30
20049,2024-06-07 00:00:00,UberX,Amazon Pay,2,1.3,Central Park,$7.0,1.0,1899,Qtr 4,December,30
20050,2024-06-07 00:00:00,UberXL,Uber Pay,6,9.71,Upper East Side South,$36.7,1.0,1899,Qtr 4,December,30
20051,2024-06-07 00:00:00,UberX,Uber Pay,3,1.09,Midtown South,$7.9,1.0,1899,Qtr 4,December,30
20052,2024-06-07 00:00:00,Uber Green,Uber Pay,1,2.4,Yorkville West,$11.0,1.0,1899,Qtr 4,December,30
20053,2024-06-07 00:00:00,UberXL,Uber Pay,1,5.62,Midtown East,$25.2,1.0,1899,Qtr 4,December,30
20054,2024-06-07 00:00:00,UberX,Cash,1,5.4,Garment District,$18.0,1.0,1899,Qtr 4,December,30
20055,2024-06-07 00:00:00,UberX,Cash,1,6.9,Yorkville West,$22.5,1.0,1899,Qtr 4,December,30
20056,2024-06-07 00:00:00,UberXL,Uber Pay,1,2,Yorkville West,$10.2,1.0,1899,Qtr 4,December,30
20057,2024-06-07 00:00:00,UberX,Uber Pay,1,10.21,LaGuardia Airport,$38.0,1.0,1899,Qtr 4,December,30
20058,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,3.54,Upper West Side South,$15.1,1.0,1899,Qtr 4,December,30
20059,2024-06-07 00:00:00,UberX,Uber Pay,1,2.86,Greenwich Village South,$20.0,1.0,1899,Qtr 4,December,30
20060,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,4.26,Yorkville West,$19.0,1.0,1899,Qtr 4,December,30
20061,2024-06-07 00:00:00,UberXL,Uber Pay,1,1.12,Lenox Hill East,$7.7,1.0,1899,Qtr 4,December,30
20062,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,2.56,Murray Hill,$12.1,1.0,1899,Qtr 4,December,30
20063,2024-06-07 00:00:00,UberX,Uber Pay,1,1.66,Flatiron,$8.5,1.0,1899,Qtr 4,December,30
20064,2024-06-07 00:00:00,Uber Green,Uber Pay,1,1.4,UN/Turtle Bay South,$7.9,1.0,1899,Qtr 4,December,30
20065,2024-06-07 00:00:00,Uber Black,Cash,1,9.1,Midtown East,$27.0,1.0,1899,Qtr 4,December,30
20066,2024-06-07 00:00:00,UberX,Cash,2,1.08,Lincoln Square West,$6.5,1.0,1899,Qtr 4,December,30
20067,2024-06-07 00:00:00,Uber Black,Cash,2,3.93,Greenwich Village North,$16.0,1.0,1899,Qtr 4,December,30
20068,2024-06-07 00:00:00,UberX,Uber Pay,1,2.22,Upper East Side South,$12.7,1.0,1899,Qtr 4,December,30
20069,2024-06-07 00:00:00,Uber Black,Uber Pay,1,3.92,Upper West Side North,$18.5,1.0,1899,Qtr 4,December,30
20070,2024-06-07 00:00:00,UberXL,Uber Pay,1,1.94,Clinton East,$12.7,1.0,1899,Qtr 4,December,30
20071,2024-06-07 00:00:00,Uber Green,Uber Pay,2,10.92,Lenox Hill West,$40.0,1.0,1899,Qtr 4,December,30
20072,2024-06-07 00:00:00,Uber Green,Uber Pay,1,1.76,East Chelsea,$11.5,1.0,1899,Qtr 4,December,30
20073,2024-06-07 00:00:00,UberX,Uber Pay,1,1.24,Gramercy,$10.3,1.0,1899,Qtr 4,December,30
20074,2024-06-07 00:00:00,Uber Comfort,Uber Pay,3,5.39,West Village,$21.0,1.0,1899,Qtr 4,December,30
20075,2024-06-07 00:00:00,Uber Green,Cash,1,4.95,JFK Airport,$16.0,1.0,1899,Qtr 4,December,30
20076,2024-06-07 00:00:00,UberX,Uber Pay,1,2.72,Lincoln Square East,$14.6,1.0,1899,Qtr 4,December,30
20077,2024-06-07 00:00:00,UberX,Uber Pay,1,3.29,East Village,$13.0,1.0,1899,Qtr 4,December,30
20078,2024-06-07 00:00:00,UberX,Uber Pay,1,1.59,East Chelsea,$9.1,1.0,1899,Qtr 4,December,30
20079,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,1.73,Upper West Side North,$9.7,1.0,1899,Qtr 4,December,30
20080,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,6.66,Lenox Hill East,$22.0,1.0,1899,Qtr 4,December,30
20081,2024-06-07 00:00:00,UberXL,Cash,1,3.3,Flatiron,$12.0,1.0,1899,Qtr 4,December,30
20082,2024-06-07 00:00:00,UberXL,Cash,1,7.96,Central Park,$26.5,1.0,1899,Qtr 4,December,30
20083,2024-06-07 00:00:00,Uber Black,Uber Pay,1,3.3,Lincoln Square East,$14.2,1.0,1899,Qtr 4,December,30
20084,2024-06-07 00:00:00,UberXL,Uber Pay,1,1.85,Lenox Hill West,$14.0,1.0,1899,Qtr 4,December,30
20085,2024-06-07 00:00:00,Uber Comfort,Uber Pay,2,3.69,East Chelsea,$18.1,1.0,1899,Qtr 4,December,30
20086,2024-06-07 00:00:00,UberXL,Uber Pay,1,2.43,Sutton Place/Turtle Bay North,$12.0,1.0,1899,Qtr 4,December,30
20087,2024-06-07 00:00:00,UberX,Cash,1,4.01,Clinton East,$13.0,1.0,1899,Qtr 4,December,30
20088,2024-06-07 00:00:00,Uber Black,Uber Pay,1,3.3,Upper East Side North,$15.7,1.0,1899,Qtr 4,December,30
20089,2024-06-07 00:00:00,Uber Comfort,Cash,1,1.7,Lincoln Square East,$7.5,1.0,1899,Qtr 4,December,30
20090,2024-06-07 00:00:00,Uber Green,Uber Pay,1,4.42,Fort Greene,$20.0,1.0,1899,Qtr 4,December,30
20091,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,2.73,Lenox Hill West,$13.9,1.0,1899,Qtr 4,December,30
20092,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,2.1,Yorkville East,$13.3,1.0,1899,Qtr 4,December,30
20093,2024-06-07 00:00:00,Uber Green,Uber Pay,1,1.61,Midtown Center,$9.1,1.0,1899,Qtr 4,December,30
20094,2024-06-07 00:00:00,Uber Green,Uber Pay,1,1.6,Central Harlem,$10.8,1.0,1899,Qtr 4,December,30
20095,2024-06-07 00:00:00,UberXL,Uber Pay,2,5.19,Prospect-Lefferts Gardens,$25.3,1.0,1899,Qtr 4,December,30
20096,2024-06-07 00:00:00,UberX,Uber Pay,1,1.36,UN/Turtle Bay South,$8.0,1.0,1899,Qtr 4,December,30
20097,2024-06-07 00:00:00,UberX,Cash,1,9.75,Penn Station/Madison Sq West,$27.5,1.0,1899,Qtr 4,December,30
20098,2024-06-07 00:00:00,UberX,Uber Pay,2,1.03,West Village,$7.5,1.0,1899,Qtr 4,December,30
20099,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,16.58,Central Harlem,$50.5,1.0,1899,Qtr 4,December,30
20100,2024-06-07 00:00:00,UberX,Uber Pay,1,10.4,Central Harlem North,$33.5,1.0,1899,Qtr 4,December,30
20101,2024-06-07 00:00:00,UberX,Uber Pay,1,2.12,Sutton Place/Turtle Bay North,$8.5,1.0,1899,Qtr 4,December,30
20102,2024-06-07 00:00:00,UberX,Uber Pay,1,2.63,Downtown Brooklyn/MetroTech,$15.2,1.0,1899,Qtr 4,December,30
20103,2024-06-07 00:00:00,UberX,Cash,1,1.8,East Harlem South,$8.5,1.0,1899,Qtr 4,December,30
20104,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,6.23,Penn Station/Madison Sq West,$24.7,1.0,1899,Qtr 4,December,30
20105,2024-06-07 00:00:00,Uber Black,Uber Pay,1,3.06,Ozone Park,$14.6,1.0,1899,Qtr 4,December,30
20106,2024-06-07 00:00:00,UberXL,Uber Pay,2,1.7,Midtown East,$10.9,1.0,1899,Qtr 4,December,30
20107,2024-06-07 00:00:00,UberX,Uber Pay,1,5,Gramercy,$25.7,1.0,1899,Qtr 4,December,30
20108,2024-06-07 00:00:00,UberX,Cash,1,1.7,Hamilton Heights,$8.0,1.0,1899,Qtr 4,December,30
20109,2024-06-07 00:00:00,UberX,Cash,2,1.3,Mott Haven/Port Morris,$7.0,1.0,1899,Qtr 4,December,30
20110,2024-06-07 00:00:00,UberX,Cash,1,2.8,Lenox Hill West,$9.5,1.0,1899,Qtr 4,December,30
20111,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,2,Lenox Hill East,$12.8,1.0,1899,Qtr 4,December,30
20112,2024-06-07 00:00:00,Uber Comfort,Uber Pay,3,8.71,LaGuardia Airport,$33.2,1.0,1899,Qtr 4,December,30
20113,2024-06-07 00:00:00,UberX,Uber Pay,1,1.32,LaGuardia Airport,$9.5,1.0,1899,Qtr 4,December,30
20114,2024-06-07 00:00:00,Uber Black,Uber Pay,1,3.9,Gramercy,$15.0,1.0,1899,Qtr 4,December,30
20115,2024-06-07 00:00:00,UberX,Uber Pay,1,2.4,Lincoln Square East,$13.4,1.0,1899,Qtr 4,December,30
20116,2024-06-07 00:00:00,UberXL,Cash,1,1.5,Clinton East,$6.0,1.0,1899,Qtr 4,December,30
20117,2024-06-07 00:00:00,Uber Comfort,Cash,1,8.9,Clinton East,$31.5,1.0,1899,Qtr 4,December,30
20118,2024-06-07 00:00:00,UberX,Cash,1,1.94,Upper East Side North,$9.0,1.0,1899,Qtr 4,December,30
20119,2024-06-07 00:00:00,Uber Comfort,Cash,1,3.12,Lincoln Square East,$12.0,1.0,1899,Qtr 4,December,30
20120,2024-06-07 00:00:00,Uber Black,Uber Pay,1,7.5,Yorkville West,$30.8,1.0,1899,Qtr 4,December,30
20121,2024-06-07 00:00:00,Uber Comfort,Cash,1,1.03,Upper West Side North,$5.5,1.0,1899,Qtr 4,December,30
20122,2024-06-07 00:00:00,UberX,Uber Pay,1,1.6,Lincoln Square West,$8.5,1.0,1899,Qtr 4,December,30
20123,2024-06-07 00:00:00,UberX,Uber Pay,2,4.32,Greenpoint,$23.8,1.0,1899,Qtr 4,December,30
20124,2024-06-07 00:00:00,UberXL,Uber Pay,3,1.16,West Village,$8.3,1.0,1899,Qtr 4,December,30
20125,2024-06-07 00:00:00,Uber Green,Uber Pay,2,1.4,Midtown North,$6.5,1.0,1899,Qtr 4,December,30
20126,2024-06-07 00:00:00,Uber Green,Uber Pay,1,3.7,LaGuardia Airport,$18.0,1.0,1899,Qtr 4,December,30
20127,2024-06-07 00:00:00,Uber Black,Uber Pay,1,3.4,Manhattan Valley,$14.6,1.0,1899,Qtr 4,December,30
20128,2024-06-07 00:00:00,Uber Green,Uber Pay,1,1.21,Lenox Hill West,$7.5,1.0,1899,Qtr 4,December,30
20129,2024-06-07 00:00:00,Uber Green,Cash,1,6.22,Yorkville West,$18.5,1.0,1899,Qtr 4,December,30
20130,2024-06-07 00:00:00,UberX,Cash,1,6.92,East Chelsea,$22.5,1.0,1899,Qtr 4,December,30
20131,2024-06-07 00:00:00,Uber Black,Uber Pay,1,1.3,Upper East Side North,$9.6,1.0,1899,Qtr 4,December,30
20132,2024-06-07 00:00:00,UberXL,Uber Pay,3,1.31,Upper East Side North,$6.0,1.0,1899,Qtr 4,December,30
20133,2024-06-07 00:00:00,UberXL,Cash,6,2.54,Woodhaven,$10.0,1.0,1899,Qtr 4,December,30
20134,2024-06-07 00:00:00,UberX,Uber Pay,1,3.99,East Harlem South,$18.2,1.0,1899,Qtr 4,December,30
20135,2024-06-07 00:00:00,Uber Green,Uber Pay,2,1.9,Midtown South,$10.3,1.0,1899,Qtr 4,December,30
20136,2024-06-07 00:00:00,UberX,Uber Pay,1,10.99,Midtown East,$36.0,1.0,1899,Qtr 4,December,30
20137,2024-06-07 00:00:00,Uber Green,Uber Pay,2,1.96,Midtown East,$9.0,1.0,1899,Qtr 4,December,30
20138,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,3.15,Murray Hill,$14.9,1.0,1899,Qtr 4,December,30
20139,2024-06-07 00:00:00,UberXL,Uber Pay,1,2.14,UN/Turtle Bay South,$10.4,1.0,1899,Qtr 4,December,30
20140,2024-06-07 00:00:00,UberX,Uber Pay,1,4.08,JFK Airport,$15.3,1.0,1899,Qtr 4,December,30
20141,2024-06-07 00:00:00,Uber Green,Cash,1,6.1,Morningside Heights,$22.0,1.0,1899,Qtr 4,December,30
20142,2024-06-07 00:00:00,UberX,Uber Pay,2,1.28,Sutton Place/Turtle Bay North,$7.5,1.0,1899,Qtr 4,December,30
20143,2024-06-07 00:00:00,Uber Green,Cash,1,1.4,East Harlem South,$9.0,1.0,1899,Qtr 4,December,30
20144,2024-06-07 00:00:00,UberX,Cash,1,1.35,Yorkville West,$6.0,1.0,1899,Qtr 4,December,30
20145,2024-06-07 00:00:00,UberX,Uber Pay,1,3.6,Murray Hill,$17.6,1.0,1899,Qtr 4,December,30
20146,2024-06-07 00:00:00,UberX,Uber Pay,1,7.09,Central Park,$27.2,1.0,1899,Qtr 4,December,30
20147,2024-06-07 00:00:00,Uber Black,Uber Pay,1,2.4,Lenox Hill East,$12.0,1.0,1899,Qtr 4,December,30
20148,2024-06-07 00:00:00,Uber Green,Uber Pay,1,1.55,Lenox Hill West,$12.2,1.0,1899,Qtr 4,December,30
20149,2024-06-07 00:00:00,UberX,Cash,1,1.27,Central Harlem,$5.5,1.0,1899,Qtr 4,December,30
20150,2024-06-07 00:00:00,Uber Black,Uber Pay,2,2.5,Penn Station/Madison Sq West,$13.4,1.0,1899,Qtr 4,December,30
20151,2024-06-07 00:00:00,UberX,Uber Pay,1,1.2,Lenox Hill East,$7.4,1.0,1899,Qtr 4,December,30
20152,2024-06-07 00:00:00,UberX,Cash,1,1.71,Upper West Side North,$10.5,1.0,1899,Qtr 4,December,30
20153,2024-06-07 00:00:00,Uber Green,Uber Pay,1,1.45,East Village,$10.2,1.0,1899,Qtr 4,December,30
20154,2024-06-07 00:00:00,UberXL,Cash,1,1.26,Upper East Side South,$5.5,1.0,1899,Qtr 4,December,30
20155,2024-06-07 00:00:00,Uber Green,Uber Pay,2,1.7,Murray Hill,$10.2,1.0,1899,Qtr 4,December,30
20156,2024-06-07 00:00:00,Uber Comfort,Uber Pay,2,2.95,Penn Station/Madison Sq West,$15.4,1.0,1899,Qtr 4,December,30
20157,2024-06-07 00:00:00,UberXL,Uber Pay,4,11.66,Lincoln Square East,$40.3,1.0,1899,Qtr 4,December,30
20158,2024-06-07 00:00:00,UberX,Uber Pay,1,3.08,TriBeCa/Civic Center,$14.7,1.0,1899,Qtr 4,December,30
20159,2024-06-07 00:00:00,UberX,Cash,1,1.41,East Chelsea,$7.5,1.0,1899,Qtr 4,December,30
20160,2024-06-07 00:00:00,UberX,Uber Pay,1,4.87,Clinton West,$21.6,1.0,1899,Qtr 4,December,30
20161,2024-06-07 00:00:00,UberX,Uber Pay,1,1.38,Kips Bay,$7.5,1.0,1899,Qtr 4,December,30
20162,2024-06-07 00:00:00,UberX,Uber Pay,1,3.12,Bedford,$18.3,1.0,1899,Qtr 4,December,30
20163,2024-06-07 00:00:00,Uber Green,Uber Pay,6,1.44,Union Sq,$11.0,1.0,1899,Qtr 4,December,30
20164,2024-06-07 00:00:00,Uber Comfort,Cash,2,2.56,Upper East Side South,$8.5,1.0,1899,Qtr 4,December,30
20165,2024-06-07 00:00:00,UberX,Uber Pay,3,2.95,UN/Turtle Bay South,$13.5,1.0,1899,Qtr 4,December,30
20166,2024-06-07 00:00:00,UberX,Cash,2,1.4,Upper West Side South,$8.0,1.0,1899,Qtr 4,December,30
20167,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,2.1,Morningside Heights,$12.8,1.0,1899,Qtr 4,December,30
20168,2024-06-07 00:00:00,UberXL,Uber Pay,1,1.75,Murray Hill,$10.9,1.0,1899,Qtr 4,December,30
20169,2024-06-07 00:00:00,UberX,Uber Pay,1,7.93,LaGuardia Airport,$30.2,1.0,1899,Qtr 4,December,30
20170,2024-06-07 00:00:00,UberX,Cash,2,1.38,East Village,$6.0,1.0,1899,Qtr 4,December,30
20171,2024-06-07 00:00:00,UberX,Uber Pay,2,1.95,Murray Hill,$10.6,1.0,1899,Qtr 4,December,30
20172,2024-06-07 00:00:00,UberXL,Cash,6,2.87,East Harlem South,$11.5,1.0,1899,Qtr 4,December,30
20173,2024-06-07 00:00:00,Uber Green,Cash,2,1.58,Kips Bay,$10.0,1.0,1899,Qtr 4,December,30
20174,2024-06-07 00:00:00,UberX,Uber Pay,1,1.04,Yorkville West,$6.8,1.0,1899,Qtr 4,December,30
20175,2024-06-07 00:00:00,UberX,Uber Pay,1,2.82,LaGuardia Airport,$13.5,1.0,1899,Qtr 4,December,30
20176,2024-06-07 00:00:00,UberXL,Uber Pay,1,2.17,Manhattan Valley,$9.5,1.0,1899,Qtr 4,December,30
20177,2024-06-07 00:00:00,Uber Green,Uber Pay,1,10.88,JFK Airport,$39.9,1.0,1899,Qtr 4,December,30
20178,2024-06-07 00:00:00,Uber Comfort,Cash,1,8,Garment District,$24.5,1.0,1899,Qtr 4,December,30
20179,2024-06-07 00:00:00,UberXL,Uber Pay,1,26.64,JFK Airport,$86.0,1.0,1899,Qtr 4,December,30
20180,2024-06-07 00:00:00,UberX,Uber Pay,1,16,LaGuardia Airport,$49.5,1.0,1899,Qtr 4,December,30
20181,2024-06-07 00:00:00,UberXL,Uber Pay,1,1.61,Upper West Side North,$12.2,1.0,1899,Qtr 4,December,30
20182,2024-06-07 00:00:00,Uber Comfort,Cash,1,4.1,Penn Station/Madison Sq West,$14.0,1.0,1899,Qtr 4,December,30
20183,2024-06-07 00:00:00,Uber Comfort,Cash,2,1.77,Alphabet City,$8.5,1.0,1899,Qtr 4,December,30
20184,2024-06-07 00:00:00,Uber Black,Uber Pay,1,2.5,Penn Station/Madison Sq West,$13.5,1.0,1899,Qtr 4,December,30
20185,2024-06-07 00:00:00,UberX,Uber Pay,1,2.3,Lenox Hill West,$12.2,1.0,1899,Qtr 4,December,30
20186,2024-06-07 00:00:00,Uber Green,Uber Pay,1,1.56,East Harlem South,$8.8,1.0,1899,Qtr 4,December,30
20187,2024-06-07 00:00:00,UberX,Cash,1,1.98,Lower East Side,$8.5,1.0,1899,Qtr 4,December,30
20188,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,15.3,JFK Airport,$94.0,1.0,1899,Qtr 4,December,30
20189,2024-06-07 00:00:00,UberXL,Uber Pay,1,1.3,Penn Station/Madison Sq West,$8.9,1.0,1899,Qtr 4,December,30
20190,2024-06-07 00:00:00,Uber Green,Uber Pay,1,3.99,Lincoln Square West,$20.0,1.0,1899,Qtr 4,December,30
20191,2024-06-07 00:00:00,UberX,Uber Pay,1,3.85,Midtown North,$15.2,1.0,1899,Qtr 4,December,30
20192,2024-06-07 00:00:00,UberX,Uber Pay,1,4.66,West Village,$18.5,1.0,1899,Qtr 4,December,30
20193,2024-06-07 00:00:00,Uber Green,Cash,1,1.04,Clinton East,$6.0,1.0,1899,Qtr 4,December,30
20194,2024-06-07 00:00:00,Uber Comfort,Cash,1,5.13,Washington Heights South,$16.0,1.0,1899,Qtr 4,December,30
20195,2024-06-07 00:00:00,UberX,Uber Pay,2,6.35,Greenwich Village North,$26.6,1.0,1899,Qtr 4,December,30
20196,2024-06-07 00:00:00,UberX,Uber Pay,1,3.61,Park Slope,$17.1,1.0,1899,Qtr 4,December,30
20197,2024-06-07 00:00:00,UberX,Uber Pay,1,2.2,Two Bridges/Seward Park,$12.2,1.0,1899,Qtr 4,December,30
20198,2024-06-07 00:00:00,Uber Green,Uber Pay,1,2.6,Penn Station/Madison Sq West,$12.8,1.0,1899,Qtr 4,December,30
20199,2024-06-07 00:00:00,Uber Comfort,Cash,2,1.78,Central Harlem North,$8.5,1.0,1899,Qtr 4,December,30
20200,2024-06-07 00:00:00,Uber Comfort,Cash,1,9.28,East Harlem South,$27.0,1.0,1899,Qtr 4,December,30
20201,2024-06-07 00:00:00,UberX,Cash,1,2.4,Yorkville East,$10.5,1.0,1899,Qtr 4,December,30
20202,2024-06-07 00:00:00,Uber Black,Uber Pay,1,1.5,Upper East Side North,$8.6,1.0,1899,Qtr 4,December,30
20203,2024-06-07 00:00:00,Uber Comfort,Cash,1,2.02,Lenox Hill West,$9.0,1.0,1899,Qtr 4,December,30
20204,2024-06-07 00:00:00,UberXL,Uber Pay,1,1.4,Gramercy,$9.2,1.0,1899,Qtr 4,December,30
20205,2024-06-07 00:00:00,UberX,Uber Pay,3,15.58,JFK Airport,$51.9,1.0,1899,Qtr 4,December,30
20206,2024-06-07 00:00:00,Uber Green,Uber Pay,1,1.39,Washington Heights North,$28.0,1.0,1899,Qtr 4,December,30
20207,2024-06-07 00:00:00,UberXL,Uber Pay,1,1.64,Morningside Heights,$10.5,1.0,1899,Qtr 4,December,30
20208,2024-06-07 00:00:00,Uber Green,Uber Pay,1,1.43,Lenox Hill West,$8.0,1.0,1899,Qtr 4,December,30
20209,2024-06-07 00:00:00,UberX,Uber Pay,2,1.5,Murray Hill,$10.0,1.0,1899,Qtr 4,December,30
20210,2024-06-07 00:00:00,UberX,Uber Pay,3,3.06,Lincoln Square East,$18.5,1.0,1899,Qtr 4,December,30
20211,2024-06-07 00:00:00,UberX,Uber Pay,1,4.7,Greenpoint,$20.5,1.0,1899,Qtr 4,December,30
20212,2024-06-07 00:00:00,Uber Green,Cash,1,1.4,Murray Hill,$7.5,1.0,1899,Qtr 4,December,30
20213,2024-06-07 00:00:00,Uber Black,Uber Pay,1,2.1,Yorkville West,$12.2,1.0,1899,Qtr 4,December,30
20214,2024-06-07 00:00:00,UberX,Uber Pay,1,6.54,East Elmhurst,$25.5,1.0,1899,Qtr 4,December,30
20215,2024-06-07 00:00:00,UberX,Cash,1,4.7,Clinton East,$16.5,1.0,1899,Qtr 4,December,30
20216,2024-06-07 00:00:00,UberX,Cash,1,1.5,Morningside Heights,$7.5,1.0,1899,Qtr 4,December,30
20217,2024-06-07 00:00:00,UberX,Uber Pay,1,14.78,JFK Airport,$48.0,1.0,1899,Qtr 4,December,30
20218,2024-06-07 00:00:00,UberX,Cash,1,7.07,Yorkville West,$21.0,1.0,1899,Qtr 4,December,30
20219,2024-06-07 00:00:00,Uber Green,Cash,1,5.89,Gramercy,$20.0,1.0,1899,Qtr 4,December,30
20220,2024-06-07 00:00:00,UberXL,Amazon Pay,1,2.8,Sutton Place/Turtle Bay North,$2.5,1.0,1899,Qtr 4,December,30
20221,2024-06-07 00:00:00,UberX,Uber Pay,1,1.58,Upper West Side North,$9.3,1.0,1899,Qtr 4,December,30
20222,2024-06-07 00:00:00,UberX,Uber Pay,1,3.21,Lenox Hill West,$14.6,1.0,1899,Qtr 4,December,30
20223,2024-06-07 00:00:00,UberXL,Uber Pay,1,2.33,Washington Heights South,$15.3,1.0,1899,Qtr 4,December,30
20224,2024-06-07 00:00:00,UberX,Cash,1,1.7,West Village,$7.0,1.0,1899,Qtr 4,December,30
20225,2024-06-07 00:00:00,UberXL,Uber Pay,1,4.05,Penn Station/Madison Sq West,$15.5,1.0,1899,Qtr 4,December,30
20226,2024-06-07 00:00:00,Uber Comfort,Uber Pay,2,8.91,LaGuardia Airport,$36.2,1.0,1899,Qtr 4,December,30
20227,2024-06-07 00:00:00,UberX,Uber Pay,2,3.13,Kips Bay,$15.2,1.0,1899,Qtr 4,December,30
20228,2024-06-07 00:00:00,Uber Green,Uber Pay,1,1.6,Upper West Side North,$9.5,1.0,1899,Qtr 4,December,30
20229,2024-06-07 00:00:00,Uber Green,Uber Pay,1,5.63,Clinton West,$23.6,1.0,1899,Qtr 4,December,30
20230,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,22.78,Garment District,$63.5,1.0,1899,Qtr 4,December,30
20231,2024-06-07 00:00:00,UberX,Cash,1,5.8,Gramercy,$18.5,1.0,1899,Qtr 4,December,30
20232,2024-06-07 00:00:00,Uber Black,Uber Pay,1,1.57,Hudson Sq,$8.6,1.0,1899,Qtr 4,December,30
20233,2024-06-07 00:00:00,Uber Green,Uber Pay,1,2.87,Lincoln Square East,$14.7,1.0,1899,Qtr 4,December,30
20234,2024-06-07 00:00:00,UberX,Cash,1,1.7,Upper West Side South,$9.0,1.0,1899,Qtr 4,December,30
20235,2024-06-07 00:00:00,UberX,Cash,1,3.16,Upper West Side South,$12.5,1.0,1899,Qtr 4,December,30
20236,2024-06-07 00:00:00,UberX,Uber Pay,1,3.73,Yorkville West,$18.2,1.0,1899,Qtr 4,December,30
20237,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,1.74,Sutton Place/Turtle Bay North,$10.3,1.0,1899,Qtr 4,December,30
20238,2024-06-07 00:00:00,UberX,Cash,1,3.51,Times Sq/Theatre District,$12.0,1.0,1899,Qtr 4,December,30
20239,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,1.7,Flatiron,$14.1,1.0,1899,Qtr 4,December,30
20240,2024-06-07 00:00:00,Uber Green,Cash,1,1.24,Penn Station/Madison Sq West,$5.5,1.0,1899,Qtr 4,December,30
20241,2024-06-07 00:00:00,Uber Comfort,Cash,1,3.15,Yorkville East,$11.0,1.0,1899,Qtr 4,December,30
20242,2024-06-07 00:00:00,Uber Comfort,Uber Pay,1,3,JFK Airport,$13.4,1.0,1899,Qtr 4,December,30
20243,2024-06-07 00:00:00,UberX,Cash,2,1.39,Lenox Hill West,$6.0,1.0,1899,Qtr 4,December,30
20244,2024-06-07 00:00:00,UberX,Uber Pay,2,8.3,LaGuardia Airport,$32.7,1.0,1899,Qtr 4,December,30
20245,2024-06-07 00:00:00,UberX,Uber Pay,1,2.5,Lenox Hill West,$15.4,1.0,1899,Qtr 4,December,30
20246,2024-06-07 00:00:00,UberX,Uber Pay,2,1.6,Clinton West,$11.0,1.0,1899,Qtr 4,December,30
20247,2024-06-07 00:00:00,Uber Green,Cash,1,11.28,Penn Station/Madison Sq West,$32.5,1.0,1899,Qtr 4,December,30
20248,2024-06-07 00:00:00,Uber Comfort,Uber Pay,2,8.99,LaGuardia Airport,$30.8,1.0,1899,Qtr 4,December,30
20249,2024-06-07 00:00:00,UberX,Uber Pay,1,3.51,Sutton Place/Turtle Bay North,$18.8,1.0,1899,Qtr 4,December,30
20250,2024-06-07 00:00:00,UberXL,Cash,1,1.22,Upper West Side North,$6.5,1.0,1899,Qtr 4,December,30
20251,2024-06-07 00:00:00,Uber Green,Cash,1,10.2,Upper West Side South,$32.5,1.0,1899,Qtr 4,December,30
20252,2024-06-07 00:00:00,UberX,Uber Pay,5,1.21,Lincoln Square East,$8.6,1.0,1899,Qtr 4,December,30
