TransactionID,Date,CustomerID,ProductID,StoreID,Quantity,Discount,PaymentMethod,TotalAmount,GrossRevenue,NetRevenue,Profit
T00486,10/28/2024,C195,P027,S004,5,0.05,"Mobile Money",6043.0925,6361.15,6043.0925,1279.8424999999997
T00487,4/13/2024,C027,P013,S002,3,0,"Mobile Money",3404.3999999999996,3404.3999999999996,3404.3999999999996,1379.0999999999995
T00488,4/23/2024,C068,P012,S003,1,0.15,Cash,1014.1264999999999,1193.09,1014.1264999999999,195.88649999999984
T00489,3/19/2025,C199,P009,S002,2,0.1,"Mobile Money",221.742,246.38,221.742,61.02199999999999
T00490,5/29/2025,C043,P043,S005,2,0.05,"Credit Card",1072.398,1128.84,1072.398,484.47799999999995
T00491,10/13/2024,C016,P028,S005,3,0.1,"Credit Card",1819.206,2021.34,1819.206,729.2159999999999
T00492,4/29/2025,C083,P004,S003,3,0.1,Cash,5005.179,5561.3099999999995,5005.179,914.6190000000001
T00493,3/9/2025,C035,P048,S004,1,0.1,"Credit Card",1094.724,1216.36,1094.724,299.924
T00494,1/6/2024,C180,P034,S002,2,0.05,"Bank Transfer",813.295,856.1,813.295,321.155
T00495,7/18/2024,C064,P019,S004,4,0.05,"Bank Transfer",6699.096,7051.68,6699.096,1313.1759999999995
T00496,10/5/2024,C161,P043,S004,4,0.15,Cash,1919.0279999999998,2257.68,1919.0279999999998,743.1879999999999
T00497,1/5/2025,C163,P042,S001,4,0.1,"Bank Transfer",1633.0320000000002,1814.48,1633.0320000000002,366.51200000000017
T00498,6/19/2024,C117,P029,S004,3,0,Cash,4455.15,4455.15,4455.15,1490.2199999999998
T00499,8/13/2025,C188,P030,S004,3,0,"Mobile Money",87.72,87.72,87.72,41.88
T00500,4/25/2024,C056,P050,S004,2,0.15,"Bank Transfer",1775.8880000000001,2089.28,1775.8880000000001,225.74800000000005
T00501,12/4/2023,C083,P004,S003,3,0.05,"Mobile Money",5283.244499999999,5561.3099999999995,5283.244499999999,1192.684499999999
T00502,7/18/2025,C088,P035,S001,1,0,"Mobile Money",1562.43,1562.43,1562.43,366.79999999999995
T00503,11/26/2024,C005,P015,S001,2,0.15,"Mobile Money",459.765,540.9,459.765,84.565
T00504,8/28/2025,C001,P029,S004,2,0.05,"Bank Transfer",2821.595,2970.1,2821.595,844.9749999999999
T00505,4/25/2025,C041,P045,S003,1,0.1,"Bank Transfer",1691.172,1879.08,1691.172,686.6120000000001
T00506,12/12/2023,C022,P033,S003,2,0,"Mobile Money",3597.94,3597.94,3597.94,939.6399999999999
T00507,1/31/2025,C161,P045,S003,2,0.15,Cash,3194.4359999999997,3758.16,3194.4359999999997,1185.3159999999998
T00508,8/28/2024,C181,P018,S001,1,0.05,"Mobile Money",1025.8955,1079.89,1025.8955,322.06550000000004
T00509,7/3/2025,C020,P029,S002,5,0.05,"Mobile Money",7053.987499999999,7425.25,7053.987499999999,2112.4375
T00510,12/28/2023,C003,P007,S001,3,0,"Mobile Money",4422.36,4422.36,4422.36,2130.2999999999997
T00511,2/16/2024,C178,P011,S002,4,0,"Credit Card",994.28,994.28,994.28,231.60000000000002
T00512,1/3/2024,C099,P019,S001,1,0,"Bank Transfer",1762.92,1762.92,1762.92,416.44000000000005
T00513,12/13/2024,C095,P043,S003,2,0.15,"Credit Card",959.5139999999999,1128.84,959.5139999999999,371.59399999999994
T00514,8/15/2025,C165,P004,S002,1,0,"Credit Card",1853.77,1853.77,1853.77,490.25
T00515,1/1/2025,C113,P002,S003,2,0.05,"Mobile Money",1555.644,1637.52,1555.644,500.404
T00516,12/2/2023,C158,P038,S004,2,0,Cash,733.86,733.86,733.86,163.39999999999998
T00517,6/2/2024,C036,P050,S001,5,0.15,"Bank Transfer",4439.72,5223.200000000001,4439.72,564.3699999999999
T00518,7/13/2024,C110,P023,S003,2,0.05,"Bank Transfer",3569.093,3756.94,3569.093,1539.273
T00519,8/25/2025,C166,P042,S001,2,0.1,Cash,816.5160000000001,907.24,816.5160000000001,183.25600000000009
T00520,8/24/2025,C169,P040,S003,2,0.05,"Mobile Money",3316.6589999999997,3491.22,3316.6589999999997,671.7789999999995
T00521,9/1/2024,C076,P028,S001,2,0.15,"Mobile Money",1145.426,1347.56,1145.426,418.76599999999996
T00522,12/23/2023,C029,P001,S002,4,0,Cash,6694.76,6694.76,6694.76,1401.2399999999998
T00523,8/12/2025,C093,P046,S003,2,0.15,"Mobile Money",1981.1289999999997,2330.74,1981.1289999999997,128.02899999999977
T00524,1/25/2024,C094,P049,S005,2,0.15,Cash,660.0419999999999,776.52,660.0419999999999,261.4419999999999
T00525,8/18/2024,C005,P016,S005,1,0,"Bank Transfer",1858.75,1858.75,1858.75,407.5899999999999
T00526,10/21/2024,C056,P010,S001,1,0.15,"Bank Transfer",1015.0019999999998,1194.12,1015.0019999999998,176.0519999999998
T00527,11/26/2024,C161,P047,S005,4,0.15,"Mobile Money",4070.4120000000003,4788.72,4070.4120000000003,1179.4520000000002
T00528,5/28/2024,C022,P047,S005,5,0.05,"Bank Transfer",5686.6050000000005,5985.900000000001,5686.6050000000005,2072.9050000000007
T00529,4/30/2025,C022,P031,S003,1,0.05,"Credit Card",1040.934,1095.72,1040.934,218.73399999999992
T00530,5/14/2025,C138,P014,S003,4,0,"Bank Transfer",5371,5371,5371,2179.24
T00531,10/14/2023,C179,P030,S004,2,0,"Credit Card",58.48,58.48,58.48,27.919999999999998
T00532,4/23/2025,C023,P031,S004,1,0.15,Cash,931.362,1095.72,931.362,109.16199999999992
T00533,11/22/2023,C080,P023,S002,1,0,"Credit Card",1878.47,1878.47,1878.47,863.5600000000001
T00534,6/30/2025,C180,P048,S001,2,0.15,"Bank Transfer",2067.812,2432.72,2067.812,478.212
T00535,3/13/2024,C134,P017,S005,3,0.05,"Bank Transfer",3551.4134999999997,3738.33,3551.4134999999997,1050.8534999999997
T00536,9/16/2023,C033,P047,S003,1,0,"Bank Transfer",1197.18,1197.18,1197.18,474.44000000000005
T00537,11/18/2024,C110,P032,S003,5,0,"Bank Transfer",1523.55,1523.55,1523.55,703.5
T00538,5/24/2025,C183,P026,S005,1,0.15,"Mobile Money",863.396,1015.76,863.396,278.996
T00539,7/31/2025,C131,P009,S003,1,0.15,"Credit Card",104.7115,123.19,104.7115,24.3515
T00540,9/18/2024,C095,P021,S002,3,0,Cash,3681.7200000000003,3681.7200000000003,3681.7200000000003,750.4500000000003
T00541,8/23/2024,C059,P024,S005,1,0,Cash,1487.41,1487.41,1487.41,674.34
T00542,8/28/2025,C063,P004,S001,4,0.1,"Mobile Money",6673.572,7415.08,6673.572,1219.4920000000002
T00543,3/8/2024,C039,P008,S002,1,0.15,"Credit Card",93.313,109.78,93.313,22.723
T00544,10/29/2023,C083,P039,S002,4,0.1,"Bank Transfer",1947.3840000000002,2163.76,1947.3840000000002,354.38400000000024
T00545,1/9/2025,C020,P040,S005,3,0,Cash,5236.83,5236.83,5236.83,1269.5099999999998
T00546,6/15/2025,C046,P006,S002,5,0,"Mobile Money",1590.25,1590.25,1590.25,653.55
T00547,11/24/2023,C018,P042,S004,3,0.1,"Bank Transfer",1224.7740000000001,1360.8600000000001,1224.7740000000001,274.8840000000001
T00548,9/18/2023,C023,P047,S005,4,0,"Bank Transfer",4788.72,4788.72,4788.72,1897.7600000000002
T00549,12/26/2023,C052,P031,S003,5,0.1,"Credit Card",4930.740000000001,5478.6,4930.740000000001,819.7400000000007
T00550,12/16/2024,C119,P047,S003,5,0.15,"Credit Card",5088.015,5985.900000000001,5088.015,1474.3150000000005
T00551,12/25/2023,C188,P050,S005,2,0.05,Cash,1984.816,2089.28,1984.816,434.67599999999993
T00552,2/14/2025,C105,P009,S001,2,0.1,Cash,221.742,246.38,221.742,61.02199999999999
T00553,10/10/2024,C086,P031,S001,4,0.1,Cash,3944.592,4382.88,3944.592,655.7919999999999
T00554,6/19/2024,C053,P029,S005,2,0.15,"Mobile Money",2524.585,2970.1,2524.585,547.9650000000001
T00555,2/18/2025,C016,P046,S002,3,0,Cash,3496.1099999999997,3496.1099999999997,3496.1099999999997,716.46
T00556,2/3/2025,C060,P024,S005,4,0.1,"Mobile Money",5354.676,5949.64,5354.676,2102.396
T00557,10/13/2024,C192,P045,S001,5,0,"Credit Card",9395.4,9395.4,9395.4,4372.6
T00558,11/3/2024,C164,P045,S004,1,0,"Mobile Money",1879.08,1879.08,1879.08,874.52
T00559,1/25/2024,C170,P004,S002,2,0.1,"Bank Transfer",3336.786,3707.54,3336.786,609.7460000000001
T00560,7/23/2024,C081,P029,S004,3,0.1,"Mobile Money",4009.6349999999998,4455.15,4009.6349999999998,1044.705
T00561,11/20/2024,C070,P050,S002,1,0.05,"Credit Card",992.408,1044.64,992.408,217.33799999999997
T00562,9/14/2023,C200,P036,S005,1,0.05,Cash,1426.387,1501.46,1426.387,258.6569999999999
T00563,5/7/2024,C043,P039,S004,4,0.1,"Mobile Money",1947.3840000000002,2163.76,1947.3840000000002,354.38400000000024
T00564,4/7/2024,C031,P049,S005,3,0.05,"Mobile Money",1106.541,1164.78,1106.541,508.64099999999985
T00565,7/17/2025,C079,P036,S004,3,0,Cash,4504.38,4504.38,4504.38,1001.19
T00566,3/16/2024,C041,P006,S003,5,0,"Credit Card",1590.25,1590.25,1590.25,653.55
T00567,3/23/2024,C084,P031,S002,1,0.05,"Bank Transfer",1040.934,1095.72,1040.934,218.73399999999992
T00568,4/1/2025,C102,P045,S005,1,0.1,"Bank Transfer",1691.172,1879.08,1691.172,686.6120000000001
T00569,7/27/2024,C045,P037,S001,4,0.15,"Credit Card",6639.01,7810.6,6639.01,833.9300000000003
T00570,3/11/2024,C025,P011,S004,1,0.05,Cash,236.14149999999998,248.57,236.14149999999998,45.47149999999999
T00571,12/16/2023,C004,P003,S001,2,0.05,"Credit Card",641.497,675.26,641.497,303.43699999999995
T00572,7/30/2025,C103,P050,S003,1,0.1,Cash,940.1760000000002,1044.64,940.1760000000002,165.1060000000001
T00573,7/12/2025,C006,P012,S001,2,0.15,"Credit Card",2028.2529999999997,2386.18,2028.2529999999997,391.7729999999997
T00574,12/7/2023,C024,P014,S003,1,0,"Mobile Money",1342.75,1342.75,1342.75,544.81
T00575,3/29/2025,C013,P020,S002,5,0.15,"Mobile Money",1376.66,1619.6000000000001,1376.66,161.76000000000022
T00576,7/12/2024,C128,P049,S001,4,0.15,"Credit Card",1320.0839999999998,1553.04,1320.0839999999998,522.8839999999998
T00577,1/5/2025,C091,P037,S002,2,0.1,"Bank Transfer",3514.7700000000004,3905.3,3514.7700000000004,612.2300000000005
T00578,12/19/2024,C115,P028,S002,1,0.05,"Bank Transfer",640.0909999999999,673.78,640.0909999999999,276.7609999999999
T00579,1/9/2024,C128,P018,S004,5,0.15,Cash,4589.5325,5399.450000000001,4589.5325,1070.3825000000002
T00580,9/30/2023,C023,P046,S003,4,0.05,"Mobile Money",4428.405999999999,4661.48,4428.405999999999,722.2059999999992
T00581,1/1/2025,C052,P025,S005,2,0,"Mobile Money",858.3,858.3,858.3,340.8599999999999
T00582,7/1/2025,C183,P047,S003,4,0.15,"Bank Transfer",4070.4120000000003,4788.72,4070.4120000000003,1179.4520000000002
T00583,4/25/2025,C145,P047,S005,3,0.15,"Bank Transfer",3052.8089999999997,3591.54,3052.8089999999997,884.5889999999995
T00584,10/1/2024,C047,P050,S001,3,0.05,Cash,2977.2239999999997,3133.92,2977.2239999999997,652.0139999999997
T00585,3/21/2024,C200,P027,S003,1,0.15,"Bank Transfer",1081.3955,1272.23,1081.3955,128.7455000000001
T00586,2/2/2024,C197,P039,S005,2,0.05,Cash,1027.786,1081.88,1027.786,231.28600000000006
T00587,5/14/2024,C064,P017,S002,3,0,"Credit Card",3738.33,3738.33,3738.33,1237.77
T00588,1/13/2024,C148,P019,S004,3,0.05,"Credit Card",5024.322,5288.76,5024.322,984.8820000000001
T00589,4/2/2025,C061,P025,S005,3,0.1,Cash,1158.705,1287.4499999999998,1158.705,382.54499999999985
T00590,12/9/2024,C181,P047,S003,5,0.05,"Credit Card",5686.6050000000005,5985.900000000001,5686.6050000000005,2072.9050000000007
T00591,5/4/2024,C127,P011,S005,3,0.05,"Mobile Money",708.4245,745.71,708.4245,136.41449999999998
T00592,2/3/2024,C010,P005,S001,1,0.05,"Credit Card",1326.4089999999999,1396.22,1326.4089999999999,322.31899999999985
T00593,3/31/2025,C006,P015,S005,4,0,"Bank Transfer",1081.8,1081.8,1081.8,331.4
T00594,7/16/2025,C158,P024,S002,2,0.1,"Credit Card",2677.338,2974.82,2677.338,1051.198
T00595,9/12/2023,C083,P028,S001,1,0.05,"Credit Card",640.0909999999999,673.78,640.0909999999999,276.7609999999999
T00596,12/6/2024,C199,P008,S001,5,0.1,Cash,494.01,548.9,494.01,141.05999999999995
T00597,8/20/2024,C096,P039,S004,5,0,"Bank Transfer",2704.7000000000003,2704.7000000000003,2704.7000000000003,713.4500000000003
T00598,12/27/2024,C078,P043,S003,2,0.05,"Mobile Money",1072.398,1128.84,1072.398,484.47799999999995
T00599,3/29/2024,C164,P040,S004,3,0.05,"Bank Transfer",4974.9884999999995,5236.83,4974.9884999999995,1007.6684999999993
T00600,8/16/2025,C058,P050,S005,2,0.15,"Bank Transfer",1775.8880000000001,2089.28,1775.8880000000001,225.74800000000005
T00601,6/10/2025,C188,P016,S003,2,0.05,Cash,3531.625,3717.5,3531.625,629.3049999999998
T00602,6/5/2024,C180,P020,S005,4,0,"Credit Card",1295.68,1295.68,1295.68,323.7600000000001
T00603,6/25/2024,C155,P009,S003,5,0.05,Cash,585.1525,615.95,585.1525,183.35250000000002
T00604,11/26/2023,C128,P032,S002,3,0,"Credit Card",914.1299999999999,914.1299999999999,914.1299999999999,422.0999999999999
T00605,7/1/2024,C089,P003,S003,2,0,"Bank Transfer",675.26,675.26,675.26,337.2
T00606,3/4/2024,C115,P036,S001,3,0.05,"Credit Card",4279.161,4504.38,4279.161,775.971
T00607,5/28/2025,C178,P015,S001,3,0.1,Cash,730.2149999999999,811.3499999999999,730.2149999999999,167.41499999999996
T00608,6/5/2024,C185,P003,S001,1,0.15,"Mobile Money",286.9855,337.63,286.9855,117.9555
T00609,9/25/2023,C188,P044,S004,2,0.15,"Mobile Money",2187.1349999999998,2573.1,2187.1349999999998,592.0549999999998
T00610,4/5/2024,C097,P026,S003,5,0.15,Cash,4316.9800000000005,5078.8,4316.9800000000005,1394.9800000000005
T00611,5/12/2025,C123,P010,S005,2,0.05,"Mobile Money",2268.8279999999995,2388.24,2268.8279999999995,590.9279999999994
T00612,4/26/2024,C019,P030,S001,3,0,"Bank Transfer",87.72,87.72,87.72,41.88
T00613,8/31/2025,C067,P013,S001,1,0.1,"Credit Card",1021.3199999999999,1134.8,1021.3199999999999,346.2199999999999
T00614,7/29/2025,C097,P025,S002,1,0,"Bank Transfer",429.15,429.15,429.15,170.42999999999995
T00615,2/28/2024,C153,P033,S005,4,0,"Mobile Money",7195.88,7195.88,7195.88,1879.2799999999997
T00616,1/10/2025,C168,P023,S002,5,0.15,"Credit Card",7983.4975,9392.35,7983.4975,2908.9475
T00617,1/23/2024,C014,P007,S001,3,0.05,"Credit Card",4201.241999999999,4422.36,4201.241999999999,1909.1819999999993
T00618,8/8/2025,C105,P036,S005,5,0.1,"Bank Transfer",6756.570000000001,7507.3,6756.570000000001,917.920000000001
T00619,7/2/2024,C077,P017,S002,1,0,"Mobile Money",1246.11,1246.11,1246.11,412.5899999999999
T00620,8/21/2024,C147,P034,S005,4,0.05,Cash,1626.59,1712.2,1626.59,642.31
T00621,8/27/2024,C093,P040,S001,4,0,"Bank Transfer",6982.44,6982.44,6982.44,1692.6799999999994
T00622,3/6/2024,C170,P016,S005,4,0.05,Cash,7063.25,7435,7063.25,1258.6099999999997
T00623,3/12/2025,C007,P020,S002,2,0.1,Cash,583.056,647.84,583.056,97.09600000000006
T00624,9/21/2024,C122,P020,S001,3,0.15,"Mobile Money",825.996,971.76,825.996,97.05600000000004
T00625,12/7/2023,C126,P038,S003,1,0.15,"Credit Card",311.8905,366.93,311.8905,26.660499999999956
T00626,11/17/2023,C095,P020,S004,3,0.05,"Mobile Money",923.1719999999999,971.76,923.1719999999999,194.23199999999997
T00627,6/24/2025,C012,P016,S003,4,0.15,"Bank Transfer",6319.75,7435,6319.75,515.1099999999997
T00628,10/7/2024,C058,P041,S003,5,0,"Credit Card",8175.05,8175.05,8175.05,2958.6000000000004
T00629,1/22/2025,C193,P031,S001,1,0.1,"Mobile Money",986.148,1095.72,986.148,163.94799999999998
T00630,3/4/2024,C194,P018,S005,2,0,"Mobile Money",2159.78,2159.78,2159.78,752.1200000000001
T00631,11/12/2023,C134,P008,S004,5,0.15,"Credit Card",466.56499999999994,548.9,466.56499999999994,113.6149999999999
T00632,8/30/2024,C122,P031,S003,1,0.15,Cash,931.362,1095.72,931.362,109.16199999999992
T00633,7/16/2025,C129,P010,S005,5,0.05,Cash,5672.069999999999,5970.599999999999,5672.069999999999,1477.3199999999988
T00634,12/24/2024,C194,P048,S004,2,0.05,"Credit Card",2311.084,2432.72,2311.084,721.4839999999999
T00635,1/18/2024,C050,P044,S002,1,0.15,Cash,1093.5674999999999,1286.55,1093.5674999999999,296.0274999999999
T00636,12/17/2024,C175,P011,S004,2,0.05,"Bank Transfer",472.28299999999996,497.14,472.28299999999996,90.94299999999998
T00637,9/10/2023,C082,P008,S001,1,0.15,"Mobile Money",93.313,109.78,93.313,22.723
T00638,9/20/2024,C142,P008,S003,3,0.15,Cash,279.939,329.34000000000003,279.939,68.16900000000001
T00639,4/3/2024,C180,P018,S005,5,0.15,Cash,4589.5325,5399.450000000001,4589.5325,1070.3825000000002
T00640,12/23/2023,C107,P039,S002,2,0,Cash,1081.88,1081.88,1081.88,285.3800000000001
T00641,2/14/2024,C145,P038,S001,3,0.1,"Mobile Money",990.711,1100.79,990.711,135.02099999999996
T00642,4/1/2024,C068,P037,S004,4,0.15,Cash,6639.01,7810.6,6639.01,833.9300000000003
T00643,2/12/2024,C045,P043,S003,4,0.05,"Mobile Money",2144.796,2257.68,2144.796,968.9559999999999
T00644,4/26/2024,C010,P014,S004,3,0.05,Cash,3826.8374999999996,4028.25,3826.8374999999996,1433.0174999999995
T00645,2/20/2024,C191,P041,S004,3,0.1,Cash,4414.527,4905.03,4414.527,1284.6570000000002
T00646,3/18/2025,C087,P037,S003,3,0.1,"Mobile Money",5272.155000000001,5857.950000000001,5272.155000000001,918.3450000000012
T00647,12/4/2023,C179,P041,S001,2,0.05,"Bank Transfer",3106.519,3270.02,3106.519,1019.9389999999999
T00648,1/18/2025,C191,P033,S004,3,0.1,"Mobile Money",4857.219,5396.91,4857.219,869.7689999999998
T00649,9/2/2025,C155,P043,S001,2,0.15,"Credit Card",959.5139999999999,1128.84,959.5139999999999,371.59399999999994
T00650,7/5/2025,C105,P016,S004,5,0.1,Cash,8364.375,9293.75,8364.375,1108.5749999999998
T00651,11/8/2023,C132,P045,S002,1,0.1,"Mobile Money",1691.172,1879.08,1691.172,686.6120000000001
T00652,4/25/2024,C035,P025,S005,5,0,"Credit Card",2145.75,2145.75,2145.75,852.1499999999999
T00653,6/16/2024,C050,P044,S002,1,0.05,Cash,1222.2224999999999,1286.55,1222.2224999999999,424.6824999999999
T00654,3/23/2024,C117,P045,S001,3,0.05,"Bank Transfer",5355.378,5637.24,5355.378,2341.698
T00655,1/9/2025,C095,P021,S004,5,0.15,Cash,5215.7699999999995,6136.2,5215.7699999999995,330.3199999999997
T00656,11/27/2024,C175,P009,S001,2,0.1,"Mobile Money",221.742,246.38,221.742,61.02199999999999
T00657,10/28/2024,C153,P015,S004,2,0.15,"Bank Transfer",459.765,540.9,459.765,84.565
T00658,12/14/2024,C089,P046,S002,3,0,"Bank Transfer",3496.1099999999997,3496.1099999999997,3496.1099999999997,716.46
T00659,8/12/2024,C008,P036,S004,1,0.05,"Credit Card",1426.387,1501.46,1426.387,258.6569999999999
T00660,12/5/2023,C057,P023,S002,2,0.1,"Mobile Money",3381.246,3756.94,3381.246,1351.4260000000002
T00661,10/4/2024,C132,P024,S001,1,0.15,"Credit Card",1264.2985,1487.41,1264.2985,451.22850000000005
T00662,6/6/2024,C166,P014,S002,5,0,"Credit Card",6713.75,6713.75,6713.75,2724.0499999999997
T00663,2/21/2024,C065,P004,S005,3,0.1,"Mobile Money",5005.179,5561.3099999999995,5005.179,914.6190000000001
T00664,3/21/2025,C097,P032,S003,4,0.1,"Credit Card",1096.956,1218.84,1096.956,440.91599999999994
T00665,4/11/2025,C120,P003,S003,5,0.15,Cash,1434.9275,1688.15,1434.9275,589.7775
T00666,1/27/2024,C002,P018,S005,3,0.1,"Bank Transfer",2915.703,3239.67,2915.703,804.2129999999997
T00667,7/12/2025,C176,P021,S001,4,0,"Bank Transfer",4908.96,4908.96,4908.96,1000.5999999999999
T00668,11/23/2023,C071,P048,S003,3,0.1,"Bank Transfer",3284.172,3649.08,3284.172,899.7720000000004
T00669,12/1/2023,C049,P032,S002,5,0.05,Cash,1447.3725,1523.55,1447.3725,627.3225
T00670,11/10/2024,C154,P001,S004,3,0.05,Cash,4770.0165,5021.07,4770.0165,799.8764999999994
T00671,8/5/2024,C168,P010,S004,3,0.1,"Mobile Money",3224.124,3582.3599999999997,3224.124,707.2739999999994
T00672,1/9/2024,C104,P023,S004,1,0.05,"Bank Transfer",1784.5465,1878.47,1784.5465,769.6365
T00673,3/16/2024,C186,P038,S002,5,0.15,"Bank Transfer",1559.4525,1834.65,1559.4525,133.3025
T00674,4/16/2025,C130,P021,S003,2,0.05,"Bank Transfer",2331.756,2454.48,2331.756,377.5759999999998
T00675,11/14/2024,C025,P036,S004,2,0.1,"Credit Card",2702.628,3002.92,2702.628,367.1680000000001
T00676,6/11/2024,C175,P027,S003,1,0.05,"Bank Transfer",1208.6185,1272.23,1208.6185,255.96850000000006
T00677,11/17/2023,C058,P029,S003,4,0.1,"Bank Transfer",5346.18,5940.2,5346.18,1392.9400000000005
T00678,10/12/2024,C067,P008,S005,3,0.15,Cash,279.939,329.34000000000003,279.939,68.16900000000001
T00679,2/18/2024,C121,P027,S001,5,0,"Mobile Money",6361.15,6361.15,6361.15,1597.8999999999996
T00680,8/7/2025,C050,P039,S005,1,0.15,"Bank Transfer",459.79900000000004,540.94,459.79900000000004,61.549000000000035
T00681,4/18/2024,C106,P020,S001,2,0.05,"Credit Card",615.448,647.84,615.448,129.488
T00682,9/16/2023,C088,P013,S004,5,0.15,"Credit Card",4822.9,5674,4822.9,1447.3999999999996
T00683,7/4/2025,C081,P030,S002,1,0.15,"Bank Transfer",24.854,29.24,24.854,9.574
T00684,9/2/2024,C162,P008,S002,3,0,Cash,329.34000000000003,329.34000000000003,329.34000000000003,117.57000000000002
T00685,9/14/2024,C116,P050,S003,2,0.05,"Credit Card",1984.816,2089.28,1984.816,434.67599999999993
T00686,9/29/2023,C126,P014,S001,2,0.15,"Mobile Money",2282.6749999999997,2685.5,2282.6749999999997,686.7949999999996
T00687,7/29/2025,C104,P032,S004,4,0.15,Cash,1036.014,1218.84,1036.014,379.97399999999993
T00688,6/17/2025,C010,P041,S005,2,0.1,Cash,2943.018,3270.02,2943.018,856.4380000000001
T00689,1/18/2024,C083,P028,S005,2,0,Cash,1347.56,1347.56,1347.56,620.9
T00690,5/15/2024,C161,P031,S002,2,0.1,"Bank Transfer",1972.296,2191.44,1972.296,327.89599999999996
T00691,12/6/2024,C034,P016,S001,4,0.1,"Credit Card",6691.5,7435,6691.5,886.8599999999997
T00692,6/19/2025,C017,P033,S001,3,0.1,"Mobile Money",4857.219,5396.91,4857.219,869.7689999999998
T00693,10/30/2023,C187,P024,S005,5,0.1,"Mobile Money",6693.345,7437.05,6693.345,2627.995
T00694,6/24/2025,C176,P019,S002,3,0.15,"Bank Transfer",4495.446,5288.76,4495.446,456.00599999999986
T00695,6/30/2024,C193,P050,S002,2,0.15,Cash,1775.8880000000001,2089.28,1775.8880000000001,225.74800000000005
T00696,9/28/2023,C059,P050,S002,2,0.05,Cash,1984.816,2089.28,1984.816,434.67599999999993
T00697,3/12/2024,C151,P028,S005,2,0,"Bank Transfer",1347.56,1347.56,1347.56,620.9
T00698,9/30/2023,C183,P035,S001,4,0.1,Cash,5624.7480000000005,6249.72,5624.7480000000005,842.2280000000001
T00699,2/19/2024,C153,P031,S001,1,0,Cash,1095.72,1095.72,1095.72,273.52
T00700,3/9/2024,C177,P039,S001,4,0.15,"Mobile Money",1839.1960000000001,2163.76,1839.1960000000001,246.19600000000014
T00701,10/1/2023,C032,P001,S005,3,0.15,"Credit Card",4267.9095,5021.07,4267.9095,297.7694999999994
T00702,3/30/2024,C053,P039,S001,3,0.15,Cash,1379.3970000000002,1622.8200000000002,1379.3970000000002,184.64700000000016
T00703,6/13/2025,C170,P025,S005,3,0.05,"Mobile Money",1223.0774999999999,1287.4499999999998,1223.0774999999999,446.9174999999998
T00704,10/8/2023,C027,P008,S005,5,0,"Bank Transfer",548.9,548.9,548.9,195.94999999999993
T00705,5/23/2024,C030,P007,S001,4,0.05,"Credit Card",5601.655999999999,5896.48,5601.655999999999,2545.575999999999
T00706,4/19/2024,C200,P014,S003,5,0.05,"Bank Transfer",6378.0625,6713.75,6378.0625,2388.3624999999997
T00707,2/14/2024,C181,P005,S004,3,0.05,Cash,3979.227,4188.66,3979.227,966.9569999999999
T00708,11/25/2024,C141,P038,S004,2,0.15,"Bank Transfer",623.781,733.86,623.781,53.32099999999991
T00709,4/10/2024,C061,P032,S001,1,0,Cash,304.71,304.71,304.71,140.7
T00710,6/3/2024,C147,P006,S004,2,0,Cash,636.1,636.1,636.1,261.42
T00711,6/5/2024,C186,P027,S001,3,0.05,"Mobile Money",3625.8554999999997,3816.69,3625.8554999999997,767.9054999999998
T00712,2/3/2024,C076,P001,S003,4,0,Cash,6694.76,6694.76,6694.76,1401.2399999999998
T00713,6/26/2024,C045,P008,S001,3,0.1,"Bank Transfer",296.40600000000006,329.34000000000003,296.40600000000006,84.63600000000005
T00714,12/20/2023,C110,P021,S001,1,0,Cash,1227.24,1227.24,1227.24,250.14999999999998
T00715,10/1/2023,C036,P029,S002,3,0.1,"Mobile Money",4009.6349999999998,4455.15,4009.6349999999998,1044.705
T00716,8/21/2025,C160,P044,S003,1,0.1,"Bank Transfer",1157.895,1286.55,1157.895,360.355
T00717,5/8/2024,C047,P049,S001,4,0.15,"Mobile Money",1320.0839999999998,1553.04,1320.0839999999998,522.8839999999998
T00718,7/25/2025,C070,P050,S004,4,0.15,"Credit Card",3551.7760000000003,4178.56,3551.7760000000003,451.4960000000001
T00719,7/24/2025,C029,P038,S002,1,0.05,Cash,348.5835,366.93,348.5835,63.3535
T00720,4/13/2025,C107,P017,S005,4,0.15,"Credit Card",4236.773999999999,4984.44,4236.773999999999,902.6939999999995
T00721,6/24/2024,C157,P001,S004,3,0,"Credit Card",5021.07,5021.07,5021.07,1050.9299999999994
T00722,5/12/2025,C124,P018,S004,1,0.15,"Mobile Money",917.9065,1079.89,917.9065,214.0765
T00723,7/26/2024,C012,P015,S001,3,0.1,Cash,730.2149999999999,811.3499999999999,730.2149999999999,167.41499999999996
T00724,6/14/2025,C181,P015,S005,5,0.05,"Bank Transfer",1284.6375,1352.25,1284.6375,346.63750000000005
T00725,3/20/2024,C133,P034,S005,5,0,"Mobile Money",2140.25,2140.25,2140.25,909.9000000000001
T00726,5/26/2024,C170,P037,S002,4,0.1,"Mobile Money",7029.540000000001,7810.6,7029.540000000001,1224.460000000001
T00727,11/13/2023,C039,P035,S005,5,0,Cash,7812.150000000001,7812.150000000001,7812.150000000001,1834
T00728,6/30/2024,C165,P014,S002,5,0.15,"Mobile Money",5706.6875,6713.75,5706.6875,1716.9874999999997
